0.573643410852713	0.573643410852713	0.573643410852713	0	0
0.623931623931624	0.623931623931624	0.623931623931624	12	0
0.786407766990291	0.786407766990291	0.786407766990291	26	0
0.820224719101124	0.820224719101124	0.820224719101124	40	0
0.813333333333333	0.813333333333333	0.813333333333333	54	0
0.741935483870968	0.741935483870968	0.741935483870968	67	0
0.875	0.875	0.875	81	0
0.885714285714286	0.885714285714286	0.885714285714286	94	0
0.952380952380952	0.952380952380952	0.952380952380952	108	0
1	1	1	121	0
