0.525188148349041	0.525188148349041	0.525188148349041	0	0
0.65182293640567	0.651765419002879	0.652012430834533	1556	0
0.765984874527329	0.765984874527329	0.765984874527329	3113	0
0.806944444444444	0.806944444444444	0.806944444444444	4669	0
0.864601666080019	0.864601666080019	0.864601666080019	6226	0
0.884852835606604	0.884852835606604	0.884852835606604	7784	0
0.92179700499168	0.92179700499168	0.92179700499168	9340	0
0.932502596053998	0.932502596053998	0.932502596053998	10897	0
0.946840958605665	0.946840958605665	0.946840958605665	12454	0
0.94722598105548	0.94722598105548	0.94722598105548	14010	0
