0.966918714555766	0.0391791044776119	0.0396975425330813	0	0
0.977848101265823	0.976842105263158	0.978902953586498	55	0
0.9688995215311	0.962264150943396	0.976076555023923	111	0
0.962809917355372	0.959016393442623	0.966942148760331	166	0
0.986970684039088	0.983818770226537	0.990228013029316	222	0
0.98406374501992	0.98406374501992	0.98406374501992	278	0
1	1	1	334	0
0.982014388489209	0.978571428571429	0.985611510791367	390	0
0.988095238095238	0.988095238095238	0.988095238095238	445	0
0.962962962962963	0.962962962962963	0.962962962962963	502	0
