0.554134697357204	0.445911413969336	0.446291560102302	0	0
0.614285714285714	0.613851992409867	0.616190476190476	246	0
0.601781857451404	0.601617250673854	0.602591792656587	494	0
0.682980049875312	0.681959082455053	0.685785536159601	742	0
0.723655121591746	0.722997795738428	0.725128960943257	989	0
0.715509467989179	0.714542190305206	0.717763751127142	1237	0
0.736353077816492	0.735805330243337	0.737514518002323	1485	0
0.783034257748777	0.782113821138211	0.784665579119086	1733	0
0.774590163934426	0.772357723577236	0.778688524590164	1980	0
0.805084745762712	0.805084745762712	0.805084745762712	2228	0
