0.994082840236686	0.994082840236686	0.994082840236686	0	0
0.992073976221929	0.992073976221929	0.992073976221929	88	0
0.989520958083832	0.989520958083832	0.989520958083832	177	0
0.991349480968858	0.991349480968858	0.991349480968858	267	0
0.989775051124744	0.989775051124744	0.989775051124744	356	0
0.995	0.995	0.995	445	0
0.990353697749196	0.990353697749196	0.990353697749196	534	0
0.995475113122172	0.995475113122172	0.995475113122172	624	0
0.992424242424242	0.992424242424242	0.992424242424242	713	0
1	1	1	801	0
